artist,album,track_name,track_id,acousticness,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Cluster
Josh Turner,Haywire,Why Don't We Just Dance,2p07VcUwRZ5sru3mJ0JogS,0.42,0.677,0.7759999999999999,5,-5.933,1,0.0386,0.0006889999999999999,0.0954,0.642,121.834,192800,4,0
Billy Currington,Doin' Somethin' Right,Good Directions,7GQjJEwqlp6m5HNWVQd6OR,0.307,0.716,0.72,5,-2.1830000000000003,1,0.0319,0.0,0.135,0.46399999999999997,122.512,215853,4,0
Luke Bryan,Crash My Party,That's My Kind Of Night,5HGibWoxnkYSkl6mHmAlOE,0.0571,0.6609999999999999,0.7509999999999999,7,-2.909,1,0.0481,0.0,0.105,0.875,109.995,190187,4,0
Luke Bryan,Tailgates & Tanlines,Country Girl (Shake It For Me),0yD66650JxhqKbW76C2qCo,0.0293,0.645,0.904,2,-4.532,1,0.0462,0.0,0.0834,0.6709999999999999,105.97,225560,4,0
Easton Corbin,All Over The Road,All Over The Road,6XD3HMATLswheYevIfKkSi,0.0471,0.491,0.841,5,-3.5789999999999997,1,0.0421,0.0,0.0886,0.721,199.851,163067,4,0
Dierks Bentley,Dierks Bentley,What Was I Thinkin',0r8iDf65NHgFgZOGLwj5r8,0.152,0.551,0.825,5,-6.24,0,0.044000000000000004,6.2e-06,0.0999,0.9329999999999999,164.857,260827,4,0
Luke Bryan,Doin' My Thing,Rain Is A Good Thing,1YhFtqwcN138S6ng3MT1nN,0.105,0.622,0.932,11,-4.66,0,0.0498,2.37e-06,0.32799999999999996,0.519,108.051,176160,4,0
Aaron Lewis,Sinner,Northern Redneck,46ReZjLTWpWQo6U7g3m2Qg,0.0188,0.616,0.7559999999999999,6,-5.52,1,0.0273,0.0,0.358,0.609,78.944,219213,4,0
Alabama,Ultimate Alabama 20 # 1 Hits,Song of the South,4uUwD0uYzIDjKMKQglzmD2,0.18899999999999997,0.486,0.647,9,-8.066,1,0.0337,0.0,0.305,0.628,162.218,190747,4,0
Chris LeDoux,The Ultimate Collection,Copenhagen,4W02EnyovpMTCKw6T744co,0.198,0.647,0.8109999999999999,2,-6.7620000000000005,1,0.0418,1.71e-06,0.39,0.965,105.73100000000001,163800,4,0
Frank Foster,Boots on the Ground,Over Anything,4eHYLvkJ9dmzvCl1rmFbmt,0.0418,0.603,0.64,8,-8.281,1,0.127,3.98e-05,0.0769,0.792,184.08,191080,4,0
Jason Aldean,Jason Aldean,Hicktown,2zSapg6tQtoABTstNHcYde,0.00734,0.6970000000000001,0.878,6,-3.779,1,0.0351,7.98e-06,0.0971,0.802,121.54299999999999,306027,4,0
Luke Combs,This One's for You,Lonely One,1kPB8bSz6OyYtDR5OOMjbs,0.131,0.495,0.628,8,-5.287999999999999,1,0.028999999999999998,6.77e-06,0.10400000000000001,0.414,144.944,206107,4,0
Billy Currington,Summer Forever,Do I Make You Wanna,3I7krC8kr0gFR7P6vInR1I,0.106,0.5529999999999999,0.747,9,-5.432,1,0.0279,0.0,0.154,0.521,90.012,234307,4,0
Chris Janson,Buy Me a Boat,Buy Me a Boat,2WKLUgklz0VDX5bKTZ3eYD,0.319,0.574,0.745,2,-6.662999999999999,1,0.0507,0.0,0.11,0.693,154.042,179078,4,0
Cole Swindell,You Should Be Here,Middle of a Memory,38gZVjeaeR3gcnCzziAxBm,0.0972,0.531,0.746,11,-4.228,1,0.0329,0.0,0.102,0.304,139.78799999999998,226307,4,0
Tim McGraw,Love Story,My Best Friend,3JEPfsHlaIfPsB6I8BY4Sl,0.12,0.444,0.484,9,-8.311,1,0.0289,0.0,0.135,0.263,147.715,279867,4,0
Kenny Chesney,Cosmic Hallelujah,All the Pretty Girls,66pxmg3Jhjm09tHoWR1wVR,0.00916,0.612,0.848,6,-3.736,1,0.0368,0.0,0.366,0.7190000000000001,120.99600000000001,212893,4,0
Florida Georgia Line,Dig Your Roots,"God, Your Mama, And Me",4VFE6ZNqa8jHAmbYICoAFg,0.318,0.44299999999999995,0.8170000000000001,7,-3.7289999999999996,1,0.0511,0.0,0.374,0.652,168.1,183413,4,0
Jason Aldean,They Don't Know,Any Ol' Barstool,4T5Z4mbTe7kuGqgLpaRtTh,0.312,0.536,0.722,4,-4.163,1,0.0284,0.0,0.11699999999999999,0.499,143.78,203293,4,0
LOCASH,The Fighters,I Know Somebody,6pyshZbArprWRBXLbYVPO9,0.0356,0.505,0.903,1,-3.699,1,0.037000000000000005,0.0,0.127,0.491,88.986,197830,4,0
Florida Georgia Line,Here's To The Good Times,Here's To The Good Times,7ayDPcMisPI8HpnVrQjcdE,0.0426,0.534,0.9329999999999999,9,-3.45,1,0.0437,0.0,0.196,0.583,142.062,250347,4,0
Eric Church,Mr. Misunderstood,Round Here Buzz,52ioLaTnO2J7BWY8UN2n9D,0.0422,0.638,0.441,2,-9.064,1,0.0347,1.3300000000000001e-05,0.107,0.473,76.078,214627,4,0
Thomas Rhett,Life Changes,Unforgettable,30MM5jWpUmOxtTNd9Ey5LZ,0.0303,0.6609999999999999,0.75,7,-5.497000000000001,1,0.0314,0.000132,0.0849,0.828,130.077,157080,4,0
Luke Bryan,Doin' My Thing,Do I,7A5CReD6yWe0rrkJym34QI,0.257,0.581,0.691,9,-5.33,1,0.0333,0.0,0.11,0.299,137.985,239413,4,0
Blake Shelton,I'll Name the Dogs,I'll Name the Dogs,2n5ZD87XQ2yvIxGjoYbUmZ,0.163,0.47,0.852,4,-5.874,1,0.0933,2.04e-06,0.281,0.773,168.063,183200,4,0
Toby Keith,Toby Keith,Should've Been A Cowboy,69ku805AjIcFQh0IfkGohf,0.47100000000000003,0.619,0.672,7,-7.7860000000000005,1,0.0356,3.15e-06,0.21100000000000002,0.6940000000000001,133.40200000000002,211307,4,0
Tom Petty,Full Moon Fever,I Won't Back Down,7gSQv1OHpkIoAdUiRLdmI6,0.0504,0.765,0.47600000000000003,7,-13.487,1,0.0329,2.76e-06,0.165,0.965,114.02,178360,4,0
Florida Georgia Line,Here's To The Good Times,Stay,3grPZ1iQg2tEdh0ZCh3HTt,0.0744,0.494,0.9359999999999999,1,-2.989,1,0.0418,0.0,0.14800000000000002,0.5820000000000001,141.939,199320,4,0
Maren Morris,HERO (Deluxe Edition),My Church,1LM5zQv5pBKPyO7rm7Uz6U,0.243,0.517,0.743,9,-4.336,1,0.0363,3.36e-06,0.107,0.664,76.979,197931,4,0
Luke Bryan,What Makes You Country,What Makes You Country,7GWo0tyrAT1e3TwpxWqFE1,0.0108,0.51,0.9470000000000001,0,-1.746,1,0.0445,0.0,0.153,0.7490000000000001,159.995,235242,4,0
Dierks Bentley,Black,What The Hell Did I Say,00AxNl4D4jHL2AEf1W55j5,0.000668,0.579,0.804,2,-4.777,0,0.0265,1.19e-06,0.198,0.29100000000000004,107.985,207333,4,0
Jana Kramer,I Got the Boy,I Got the Boy,6VZCuvHwk3xmjwgKga0bNi,0.26,0.625,0.569,0,-5.954,1,0.0271,0.0,0.127,0.361,149.987,201013,4,0
Brett Eldredge,Brett Eldredge,The Long Way,5vuMtXS5kQ7F0o9V9rG1dG,0.265,0.488,0.637,10,-7.63,1,0.0401,0.0,0.106,0.23,88.865,208720,4,0
Various Artists,Patriotic Country,Hey Mr. President,1ZqtvRE2kzW9thbLiLGCKo,0.0229,0.581,0.565,8,-8.699,1,0.0303,1.4000000000000001e-05,0.0753,0.38,137.951,256893,4,0
The Warren Brothers,Well-Deserved Obscurity,Runnin Out Of Heroes,6bJlOEsgFuzYG7M4UWW3Vn,0.0963,0.428,0.685,9,-6.6129999999999995,0,0.0536,3.81e-05,0.501,0.42100000000000004,175.06799999999998,232840,4,0
Luke Bryan,Most People Are Good,Most People Are Good,6Cn5kaSAgakvu0prxT9qX9,0.163,0.579,0.72,8,-6.185,1,0.028999999999999998,0.0,0.139,0.564,150.072,221801,4,0
Old Dominion,Happy Endings,Written in the Sand,2A69wys3S9uiPSmn6UZWJn,0.593,0.725,0.43799999999999994,6,-9.602,1,0.0575,0.0,0.0842,0.76,83.984,184080,4,0
Craig Morgan,The Journey (Livin' Hits),Redneck Yacht Club,7D0m78AaSLof6onTAXxhRL,0.41200000000000003,0.505,0.9,7,-3.4410000000000003,1,0.0461,4.55e-06,0.38799999999999996,0.6829999999999999,167.93400000000003,224307,4,0
Eli Young Band,Life At Best,Even If It Breaks Your Heart,0Nu9WA8kEbBWEsay2s8Q0U,0.00015900000000000002,0.495,0.527,0,-4.742,1,0.0351,0.0163,0.1,0.574,208.067,220520,4,0
Kenny Chesney,The Big Revival,American Kids,1dgWTMoHwTUnQhOQ8SR5fV,0.0476,0.733,0.589,7,-7.37,1,0.1,5.85e-06,0.0366,0.867,170.097,182960,4,0
Rodney Atkins,If You're Going Through Hell,These Are My People,5jFid6SUnYqohvNvNuZvIz,0.0316,0.5579999999999999,0.8959999999999999,0,-3.687,1,0.0545,0.0,0.528,0.63,90.064,213653,4,0
Billy Currington,Best Of,Good Directions,7iDDWqSjOa4PNvHQgUFI73,0.322,0.715,0.722,5,-2.533,1,0.0316,0.0,0.139,0.436,122.479,216133,4,0
Chris Young,A.M.,Lonely Eyes,2j79NtwxoWDmkiH4MGwdLq,0.0326,0.657,0.674,1,-5.273,1,0.0319,1.88e-05,0.0947,0.336,106.005,217413,4,0
Big & Rich,Fake ID (feat. Gretchen Wilson),Fake ID (feat. Gretchen Wilson),6dFcL5hsy8dy0RCFx7f5FD,0.0614,0.6629999999999999,0.956,0,-2.322,1,0.0395,0.0,0.233,0.73,129.983,203280,4,0
Jake Owen,Days of Gold,Ghost Town,0bvEKvSwtUFIz3cTo0Otjg,0.11800000000000001,0.47200000000000003,0.903,6,-4.678,0,0.0471,1.91e-06,0.13,0.313,79.964,208507,4,0
Kip Moore,Up All Night,Somethin' 'Bout A Truck,6Ymvlzom4TQeoKqAWsZRD8,0.0697,0.5539999999999999,0.794,11,-5.417000000000001,1,0.035,0.0,0.63,0.79,176.01,213827,4,0
Eric Church,Chief,Springsteen,05ZACkzW8YbRq3eFgIfSNB,0.1,0.6920000000000001,0.809,2,-5.935,1,0.0255,9.77e-05,0.185,0.927,104.023,263387,4,0
Billy Currington,Little Bit Of Everything,That's How Country Boys Roll,7KnMHRj5xqsOGLv8lGCPa6,0.054000000000000006,0.677,0.919,2,-3.009,1,0.0344,1.48e-06,0.113,0.902,120.961,224267,4,0
Kenny Chesney,Cosmic Hallelujah,Trip Around the Sun,3RcFrGu08HvRPCh00iB2kJ,0.0813,0.631,0.779,1,-5.233,1,0.0469,0.0,0.263,0.684,102.00200000000001,173920,4,0
Luke Bryan,What Makes You Country,Win Life,6x8AqouGYXQvAiQyRF9ujM,0.305,0.523,0.795,8,-4.3580000000000005,1,0.0649,0.0,0.134,0.526,182.054,192573,4,0
Midland,On The Rocks,Make A Little,7nDLdzyh2IDjL77JBmZTiQ,0.124,0.5660000000000001,0.8740000000000001,4,-5.164,1,0.0566,0.0,0.379,0.8270000000000001,152.039,181533,4,0
Cole Swindell,The Ones Who Got Me Here,The Ones Who Got Me Here,0J37AgMaW18OsbIUwoZw6H,0.258,0.525,0.618,9,-7.468999999999999,1,0.0353,0.0,0.0733,0.426,140.207,199427,4,0
Bebe Rexha,All Your Fault: Pt. 2,Meant to Be (feat. Florida Georgia Line),7iDa6hUg2VgEL1o1HjmfBn,0.047,0.643,0.7829999999999999,10,-6.457999999999999,1,0.0856,0.0,0.083,0.579,154.084,163870,4,0
Tyler Farr,Suffer in Peace,A Guy Walks Into a Bar,16PNN9wK1LbedzcTp7y8y0,0.083,0.428,0.78,0,-3.472,1,0.0373,0.0,0.115,0.431,147.986,196000,4,0
Old Dominion,Happy Endings,So You Go,6arn3YlMbdbCNNYE2pddI0,0.451,0.54,0.6759999999999999,3,-5.371,1,0.0424,3.8299999999999996e-05,0.132,0.377,140.014,166640,4,0
Florida Georgia Line,Florida Georgia Line,Simple,4P92FrvmYQSAfOpp4cpFEi,0.0848,0.375,0.889,3,-3.7039999999999997,1,0.0991,0.0,0.136,0.8809999999999999,199.669,185200,4,0
Jason Aldean,Rearview Town,Drowns The Whiskey (feat. Miranda Lambert),2dwoqUYTy6SOy1dFqcTndC,0.294,0.552,0.698,8,-4.817,1,0.0306,0.000103,0.0905,0.6,90.006,202067,4,0
Luke Combs,Beautiful Crazy,Beautiful Crazy,4Qx06Fzsepmdz2NGSWfZck,0.6759999999999999,0.552,0.402,11,-7.431,1,0.0262,0.0,0.0928,0.382,103.31299999999999,193200,4,0
Darius Rucker,When Was The Last Time,Story To Tell,4Av6XKEJEIb5vgA9348xoc,0.0222,0.5870000000000001,0.8059999999999999,8,-5.444,1,0.0425,0.0,0.0707,0.775,85.13,197187,4,0
Conway Twitty,Hello Darlin' 15 #1 Hits,I Can't See Me Without You,1StJtBax6Si7zak1kgxwoo,0.635,0.6459999999999999,0.209,4,-14.558,1,0.0284,0.0,0.0932,0.387,90.916,157827,3,0
Trace Adkins,Songs About Me,Arlington,1IdQeHmLig1Flat8nHkGo4,0.627,0.43,0.44799999999999995,10,-7.345,1,0.0349,9.07e-06,0.136,0.34299999999999997,76.755,247333,3,0
George Strait,Somewhere Down In Texas,Texas,6PfNhcTuMItHBwVMaLTF9B,0.37799999999999995,0.5539999999999999,0.547,5,-6.511,1,0.0256,0.000251,0.0928,0.342,150.237,183973,4,0
Thomas Rhett,Life Changes,Leave Right Now,0wyja8xD9cNhDtfuY0dVMP,0.00662,0.515,0.5870000000000001,4,-7.136,1,0.0383,0.0,0.14,0.361,148.04399999999998,195667,4,0
Midland,Spotify Singles,Tougher Than The Rest - Recorded At Sound Stage Studios Nashville,76v3BntynHQflWb5ptBgV4,0.0494,0.6,0.496,5,-9.594,1,0.0247,0.0016,0.256,0.516,100.51100000000001,232373,4,0
Midland,Spotify Sessions,Texas Is The Last Stop - Live From Spotify House SXSW 2016,68TZCp4xLC0JOYOoZRm1PO,0.136,0.49700000000000005,0.9540000000000001,5,-2.8360000000000003,1,0.0807,0.0,0.324,0.5760000000000001,114.68299999999999,244387,4,0
Keith Anderson,Pickin' Wildflowers,Pickin' Wildflowers,6MoyiRPmFwVnkhaZhkyksG,0.0353,0.561,0.716,8,-3.341,1,0.0291,0.0,0.122,0.667,152.089,185920,4,0
Joe Nichols,Greatest Hits,Brokenheartsville,007n10xGvSbc7dKgAORVIq,0.126,0.45799999999999996,0.677,10,-4.327,1,0.031,0.000587,0.0944,0.488,208.05599999999998,231347,4,0
Kings of the River,The Favorites of Garth Brooks,Friends in Low Places,3YfgxICmLEzoM87JX9MR5a,0.24600000000000002,0.7829999999999999,0.621,9,-7.816,1,0.0283,9.19e-06,0.0753,0.6779999999999999,106.99799999999999,229956,4,0
Thomas Rhett,Life Changes,Sweetheart,6BSLkNSWTWzaC2wbBlD2QI,0.0213,0.606,0.713,0,-6.472,0,0.0244,1.98e-06,0.358,0.8109999999999999,108.98700000000001,205267,3,0
Lee Brice,I Don't Dance (Deluxe Edition),I Don't Dance,5aj0xPGiEUN3aI2oOYu14S,0.39899999999999997,0.5870000000000001,0.5589999999999999,1,-7.742000000000001,1,0.0321,6.69e-06,0.0992,0.19,92.036,221173,4,0
Kenny Chesney,Everywhere We Go,You Had Me from Hello,3NJn7p1nrI3R8alivEMPwB,0.508,0.595,0.39299999999999996,2,-9.908999999999999,1,0.0292,0.0,0.153,0.2,137.744,230827,4,0
George Strait,Love Is Everything,I Got A Car,4Fpq4QkR06QRDkujBUk0JY,0.332,0.602,0.631,4,-7.371,1,0.033,0.0,0.12,0.47200000000000003,138.389,272267,4,0
Morgan Wallen,If I Know Me,The Way I Talk,2uKpzT2E2gid82Tka9xK4n,0.0498,0.604,0.879,4,-3.389,1,0.0323,0.0,0.0936,0.765,137.993,208280,4,0
Kenny Chesney,Just Who I Am: Poets & Pirates,Got A Little Crazy,1wvfh9nzwgaiqms1dF5UpM,0.0491,0.522,0.797,1,-6.854,0,0.0508,0.00237,0.14300000000000002,0.649,183.997,242627,4,0
Darius Rucker,Learn To Live,It Won't Be Like This For Long,4gzeYkzuzxuzAUTsGcdjqA,0.335,0.584,0.524,4,-6.001,1,0.0287,0.0,0.11,0.389,143.863,219000,4,0
Blake Shelton,Blake Shelton,Ol' Red,5wane5dFpp8xgriui6y0c7,0.146,0.664,0.556,10,-7.712999999999999,1,0.0365,3.91e-06,0.113,0.494,75.04899999999999,221267,4,0
Dylan Scott,Dylan Scott (Deluxe Edition),Hooked,3DV49ruvI5Sl6iisPZAc2c,0.0362,0.597,0.721,9,-6.422000000000001,1,0.0356,0.0,0.0832,0.43700000000000006,132.054,149293,4,0
Dierks Bentley,The Mountain,You Can't Bring Me Down,1Ov9aXTcZomQ8wUmgns3Ul,0.0059,0.5579999999999999,0.862,5,-7.417999999999999,0,0.0347,0.00504,0.0829,0.7959999999999999,87.01899999999999,286293,4,0
Cody Johnson,Cowboy Like Me,Never Go Home Again,0CWFczodn19J8r9dftuMMH,0.434,0.429,0.675,4,-5.296,0,0.0463,0.0,0.18600000000000003,0.418,168.003,252147,4,0
Thomas Rhett,Life Changes,Life Changes,4Vxu50qVrQcycjRyJQaZLC,0.1,0.687,0.845,7,-4.37,1,0.0576,0.0,0.0452,0.809,87.97200000000001,190227,4,0
Old Dominion,Meat and Candy,Break Up with Him,5ZManJDV3CexO66nRCkdiV,0.0675,0.617,0.632,8,-5.381,1,0.0371,0.0,0.10800000000000001,0.564,151.988,207733,4,0
Luke Combs,This One's for You,One Number Away,4gB7HrYHbJVJ5RFOjxmoq4,0.00585,0.544,0.7809999999999999,6,-6.16,0,0.0311,0.0,0.191,0.527,144.075,221800,4,0
Aaron Lewis,Sinner,Sinner,34jUlISPpEYnJqzPc7B7Sh,0.036000000000000004,0.489,0.7809999999999999,8,-5.278,1,0.0332,0.000292,0.0866,0.428,78.991,211147,4,0
Logan Mize,Pawn Shop Guitar - EP,Can't Get Away from a Good Time,5A8DxtqDRSfsCDC10GuRyr,0.147,0.433,0.9079999999999999,8,-3.8339999999999996,1,0.061,0.0,0.41200000000000003,0.75,169.92700000000002,256293,4,0
Thomas Rhett,Life Changes,Marry Me,0OWZFobGSIW9GrSlQ9C5pc,0.0977,0.33299999999999996,0.41200000000000003,3,-8.633,1,0.028999999999999998,0.0,0.113,0.474,85.02799999999999,205453,4,0
Kenny Chesney,Pirate Song,Pirate Song,4g15qUwKkUuDGT6n2mnjWs,0.29,0.5579999999999999,0.43200000000000005,6,-10.125,1,0.0306,0.0019100000000000002,0.0833,0.14300000000000002,77.025,258772,4,0
Dan + Shay,Dan + Shay,Tequila,42fw0rxRO2xbesF6mJfd4Y,0.0312,0.489,0.581,11,-5.731,1,0.0281,0.0,0.132,0.494,86.016,196747,4,0
Darius Rucker,"Charleston, SC 1966",I Got Nothin',5SHrrJllBeZqG7wEWZvYSN,0.16899999999999998,0.5539999999999999,0.621,9,-5.37,1,0.0325,0.0,0.086,0.257,147.798,204360,4,0
The Warren Brothers,Well-Deserved Obscurity,Sell A Lot Of Beer,5PPqR5D1xwCQyOCDGNl54t,0.147,0.483,0.907,7,-5.1080000000000005,1,0.0472,2.8300000000000003e-05,0.44799999999999995,0.5429999999999999,116.04799999999999,242733,4,0
Old Dominion,Happy Endings,Still Writing Songs About You,4UvCnc0RlAcgDW6Y4yaohn,0.313,0.532,0.732,8,-5.001,1,0.033,3.91e-06,0.285,0.508,76.971,215787,4,0
Lee Brice,Lee Brice,Rumor,56eGOeSsqdg3FLxdo83TwV,0.7490000000000001,0.655,0.56,9,-6.857,1,0.0486,0.0,0.115,0.599,140.975,198440,4,0
Morgan Wallen,If I Know Me,If I Know Me,7sdXnxsqD2gMEit0drCY2r,0.7659999999999999,0.7829999999999999,0.605,8,-5.792000000000001,1,0.098,7.42e-05,0.109,0.674,100.00399999999999,157693,4,0
Morgan Wallen,If I Know Me,Talkin' Tennessee,2Q3dIKkcoSvsj7vzzqon5Y,0.5710000000000001,0.7020000000000001,0.7120000000000001,6,-6.671,0,0.0246,0.0,0.10300000000000001,0.49700000000000005,99.992,223880,4,0
Thomas Rhett,Tangled Up (Deluxe),Star Of The Show,63OQWdXMq0Pe6pRpWY5gO0,0.142,0.695,0.6409999999999999,7,-5.807,1,0.0261,0.0,0.131,0.664,101.97399999999999,181200,4,0
Jon Pardi,"The B-Sides, 2011-2014",Rainy Night Song,1F1E5k7UZpbNpByURm6Xgd,0.41,0.524,0.535,2,-6.946000000000001,1,0.0306,0.0,0.141,0.34700000000000003,147.92700000000002,198347,4,0
Chris Lane,Laps Around The Sun,I Don't Know About You,7acgW25ap5tdsqvmtx2Zyt,0.601,0.594,0.8079999999999999,1,-5.749,1,0.0615,0.0,0.11900000000000001,0.73,144.028,207933,4,0
Eric Paslay,Eric Paslay,Song About A Girl,5BNgkhr9nadjc1cJGpeJAs,0.349,0.605,0.885,9,-5.5920000000000005,1,0.0495,0.00028700000000000004,0.151,0.742,92.055,224960,4,0
Eric Church,Mr. Misunderstood,Mixed Drinks About Feelings,1EnoCmQSpJaiCyA3Kr87XG,0.516,0.7140000000000001,0.221,0,-12.929,1,0.032,1.68e-06,0.0937,0.424,135.843,178107,4,0
Cody Jinks,Adobe Sessions,Loud and Heavy,0SF38KDlXNLJAxbYyOMnCy,0.000531,0.502,0.685,0,-5.847,0,0.0283,1.61e-06,0.0923,0.574,81.978,229928,4,0
Justin Moore,Outlaws Like Me,If Heaven Wasn't So Far Away,0aW7CSfoMBKBzLE7VerHyn,0.0434,0.374,0.657,11,-6.086,1,0.0325,0.0,0.21899999999999997,0.376,74.234,223280,4,0
Darius Rucker,When Was The Last Time,Straight To Hell,408JSy42j9aL8EMO9sPsYb,0.0435,0.578,0.823,5,-4.47,1,0.0342,0.0,0.767,0.435,115.11399999999999,253787,4,0
Kings of Leon,Come Around Sundown,Back Down South,4AgUbBmuFf2W1V4eYcE8nl,0.0634,0.47600000000000003,0.619,0,-7.221,1,0.0398,0.00075,0.258,0.154,117.113,241227,4,0
Cody Johnson,Cowboy Like Me,Me and My Kind,4rW9EUFaMSNVY8JhbqrB6z,0.0835,0.588,0.807,2,-3.426,1,0.0283,0.0,0.109,0.674,110.014,156200,4,0
Jon Pardi,"The B-Sides, 2011-2014",Over My Head,32e5GVh5rjRNkWyQuAJ3Xj,0.0145,0.6759999999999999,0.7290000000000001,2,-5.109,1,0.0262,0.0,0.36200000000000004,0.664,115.565,207947,3,0
Eric Church,The Outsiders,A Man Who Was Gonna Die Young,4tLNKzcRv95bWCtwNpH4w6,0.951,0.511,0.0971,11,-16.561,1,0.0442,0.0,0.106,0.397,134.936,193787,4,0
Craig Campbell,Craig Campbell,Fish,2YfQ9Wb9GJhyezpCwD9lGI,0.163,0.628,0.667,6,-6.282,1,0.0385,0.0,0.127,0.584,160.01,167680,4,0
Love and Theft,Love and Theft,Angel Eyes,63w0QA1wiV7QhF9jeiHETF,0.0134,0.6559999999999999,0.696,8,-5.917000000000001,1,0.0261,0.0,0.0753,0.966,108.015,186627,4,0
LANCO,Hallelujah Nights,Born to Love You,77a5Eu7lC3tG0Sukt2O91U,0.13,0.659,0.902,7,-6.192,1,0.0296,9.449999999999999e-05,0.0574,0.809,124.985,230013,4,0
Riley Green,Runnin' With An Angel,Runnin' With An Angel,1BWq6vqgF679jaHo3Hb0se,0.012,0.52,0.642,6,-5.907,1,0.0352,0.0,0.11,0.6629999999999999,166.104,235693,4,0
Trent Tomlinson,That's What's Working Right Now,For the Life of Me,0X8S4Kh14IQJc1rLtjUd4O,0.162,0.504,0.759,0,-4.27,1,0.0384,0.0,0.193,0.413,143.984,221800,4,0
Zac Brown Band,JEKYLL + HYDE,Young And Wild,0eYuNIcDaPTn9p6iPl8Yoa,0.0865,0.711,0.735,5,-5.2410000000000005,1,0.0422,0.0,0.10800000000000001,0.6990000000000001,92.03200000000001,194747,4,0
Zac Brown Band,JEKYLL + HYDE,Bittersweet,45ayQ3xzAYAEsJ9toVyQel,0.585,0.511,0.38299999999999995,1,-8.59,1,0.0377,0.00020099999999999998,0.365,0.304,160.064,310360,4,0
Zac Brown Band,JEKYLL + HYDE,Loving You Easy,69XcvSymPaTke2Qb6f3W6P,0.0137,0.721,0.596,1,-3.985,1,0.0275,3.53e-06,0.0671,0.359,98.995,155653,4,0
Billy Currington,Little Bit of Everything,People Are Crazy,1zAuQNau1L8ItdjYhxeAeq,0.22899999999999998,0.657,0.7140000000000001,5,-4.986000000000001,1,0.0265,0.0007440000000000001,0.127,0.361,141.969,232053,4,0
Tim McGraw,Love Story,Tiny Dancer,7uQG1fOTqbvo3SYOnqm8hj,0.348,0.491,0.665,0,-7.256,1,0.0269,0.0,0.292,0.442,155.549,309333,4,0
Luke Bryan,Kill The Lights (Deluxe),"Huntin', Fishin' And Lovin' Every Day",0dbzWSYpMcRtwjI1S7Pkql,0.14,0.5429999999999999,0.81,0,-4.275,1,0.0368,1.23e-05,0.145,0.395,76.97800000000001,278613,4,0
Luke Bryan,What Makes You Country,Out Of Nowhere Girl,1JcgfeOYbEfYlmAQ8qfE8E,0.125,0.264,0.9329999999999999,1,-2.803,1,0.231,0.0,0.107,0.624,193.998,218494,4,0
Luke Bryan,What Makes You Country,Drinking Again,4CqHMLVJmU5jvU0eCf2jsT,0.00873,0.684,0.937,4,-3.0260000000000002,1,0.0548,0.0,0.111,0.872,122.073,225253,4,0
Thomas Rhett,Tangled Up,T-Shirt,1zWZvrk13cL8Sl3VLeG57F,0.0287,0.634,0.862,2,-5.337000000000001,1,0.0376,0.0,0.0217,0.767,95.98899999999999,227693,4,0
Kenny Chesney,Songs for the Saints,Get Along,6n6OQfBpCgzF9oEg8zhBN7,0.10099999999999999,0.632,0.804,7,-6.109,1,0.0503,0.0,0.17,0.35,92.456,199625,4,0
Brett Young,Brett Young,Like I Loved You,3T6MAweakkNrMYs8jZIWtg,0.196,0.5820000000000001,0.568,1,-6.051,1,0.0297,0.0,0.0841,0.64,76.025,207187,4,0
Thomas Rhett,Life Changes,Craving You,2d48mamATjby7wgPjdrSOQ,0.0008539999999999999,0.613,0.8390000000000001,9,-3.799,0,0.0352,0.0,0.341,0.526,104.975,223627,4,0
David Lee Murphy,No Zip Code,Everything's Gonna Be Alright,2NEBP8SXEqwZt2PRdPXXuy,0.0721,0.764,0.5870000000000001,5,-7.002000000000001,0,0.0298,6.45e-06,0.094,0.494,89.98,229573,4,0
Billy Currington,Bring It On Over,Bring It On Over,446Jufq5oOCwOSXbkqq5yD,0.00385,0.705,0.7609999999999999,0,-4.579,1,0.0298,0.0,0.18600000000000003,0.8190000000000001,99.986,182133,4,0
Eli Young Band,Fingerprints,Fingerprints,2shYNPrg3s52r8NhQxnF5e,0.00297,0.414,0.938,5,-5.244,1,0.053,0.000901,0.11,0.542,161.917,180987,4,0
Alec MacGillivray,Bad Day to Be a Bud Light,Bad Day to Be a Bud Light,1wDvwtZ3qzq5kDU76UsEjR,0.0827,0.53,0.701,6,-5.712999999999999,1,0.0537,0.0,0.0872,0.838,173.942,194143,4,0
Billy Currington,Enjoy Yourself,Bad Day Of Fishin',1wqKqX7OcLDp2bL5c4mM4S,0.5479999999999999,0.8340000000000001,0.575,11,-4.683,1,0.0317,0.0,0.19399999999999998,0.526,115.977,182880,4,0
Billy Currington,Enjoy Yourself,Lil' Ol' Lonesome Dixie Town,2cq3v4l1jV9sO8JxF9SvCV,0.0206,0.522,0.9690000000000001,10,-2.456,0,0.0775,6.87e-06,0.221,0.682,156.016,201667,4,0
Billy Currington,Enjoy Yourself,Enjoy Yourself,3wQQvI7wSO09CLcMuIXdfo,0.35,0.774,0.772,10,-3.6510000000000002,1,0.0284,1.01e-05,0.0709,0.722,111.979,179187,4,0
